ResponseId,lgo_1,lgo_2,lgo_3,lgo_4,lgo_5,ppgo_1,ppgo_2,ppgo_3,ppgo_4,pago_1,pago_2,pago_3,pago_4,ti_go_First Click,ti_go_Last Click,ti_go_Page Submit,ti_go_Click Count,leadid_1,leadid_2,leadid_3,leadid_4,senpow_1,senpow_2,senpow_3,senpow_4,senpow_5,senpow_6,senpow_7,senpow_8,ti_senpow_First Click,ti_senpow_Last Click,ti_senpow_Page Submit,ti_senpow_Click Count,trpr_1,trpr_2,trpr_3,trpr_4,trpr_5,trpr_6,trpr_7,trpr_8,ti_trpr_First Click,ti_trpr_Last Click,ti_trpr_Page Submit,ti_trpr_Click Count,gsel_1,gsel_2,gsel_3,gsel_4,gsel_5,gsel_6,ti_gsel_First Click,ti_gsel_Last Click,ti_gsel_Page Submit,ti_gsel_Click Count,loco_1,loco_2,loco_3,loco_4,loco_5,loco_6,loco_7,loco_8,loco_9,loco_10,loco_11,loco_12,assess_1,assess_2,assess_3,assess_4,assess_5,assess_6,assess_7,assess_8,assess_9,assess_10,assess_11,assess_12,ti_regfoc_First Click,ti_regfoc_Last Click,ti_regfoc_Page Submit,ti_regfoc_Click Count,claim_1,claim_2,claim_3,claim_4,claim_5,grant_1,grant_2,grant_3,grant_4,grant_5,ti_clagra_First Click,ti_clagra_Last Click,ti_clagra_Page Submit,ti_clagra_Click Count,extra_1,extra_2,extra_3,extra_4,extra_5,extra_6,extra_7,extra_8,extra_9,extra_10,ti_extra_First Click,ti_extra_Last Click,ti_extra_Page Submit,ti_extra_Click Count,pace_1,ti_pace_First Click,ti_pace_Last Click,ti_pace_Page Submit,ti_pace_Click Count,grw_1,fix_1,grw_2,fix_2,fix_3,grw_3,grw_4,fix_4,ti_ent_First Click,ti_ent_Last Click,ti_ent_Page Submit,ti_ent_Click Count,impos_1,impos_2,impos_3,impos_4,impos_5,ti_impos_First Click,ti_impos_Last Click,ti_impos_Page Submit,ti_impos_Click Count,ti_pdo_First Click,ti_pdo_Last Click,ti_pdo_Page Submit,ti_pdo_Click Count,pdo_1,pdo_2,pdo_3,pdo_4,pdo_5,pdo_6,pdo_7,pdo_8,checkis5,sstatus_1,sstatus_2,sstatus_3,sstatus_4,sstatus_5,ti_sstat_First Click,ti_sstat_Last Click,ti_sstat_Page Submit,ti_sstat_Click Count,pas_1,pas_2,pas_3,pas_4,pas_5,pas_6,pas_7,pas_8,pas_9,pas_10,nas_1,nas_2,nas_3,nas_4,nas_5,nas_6,nas_7,nas_18,nas_9,nas_10,ti_panas_First Click,ti_panas_Last Click,ti_panas_Page Submit,ti_panas_Click Count,gse_1,gse_2,gse_3,gse_4,gse_5,gse_6,gse_7,gse_8,ti_gse_First Click,ti_gse_Last Click,ti_gse_Page Submit,ti_gse_Click Count,voieff_1,voieff_2,voieff_3,voieff_4,voieff_5,voieff_6,ti_voieff_First Click,ti_voieff_Last Click,ti_voieff_Page Submit,ti_voieff_Click Count,creaid_1,creaid_2,creaid_3,crse_1,crse_2,crse_3,ti_crse_First Click,ti_crse_Last Click,ti_crse_Page Submit,ti_crse_Click Count,sdes_1,sdes_2,sdes_3,sdes_4,sdes_5,sdes_6,sdes_7,sdes_8,sdes_9,sdes_10,checkis6,ti_sdes_First Click,ti_sdes_Last Click,ti_sdes_Page Submit,ti_sdes_Click Count,male,age,firstgen,wei,tall_1,tall_2,race,engl,lang,gpa,predi1,predi2_1,predi2_2,wexp,supexp,exc,ppo,soft,regr,corr,mmed,Sections
R_1JarzGsgGFE5CYW,7,7,7,7,7,2,6,5,3,2,1,1,2,16.856,92.497,94.058,15,5,5,5,5,5,2,5,6,6,2,2,2,6.761,28.945,29.831,8,6,6,3,2,5,6,6,2,8.205,52.012,53.041,9,2,6,6,6,6,6,7.786,18.498,19.527,6,7,1,7,5,5,5,7,6,2,3,7,6,6,2,2,3,7,5,2,5,5,2,5,2,2.713,139.679,141.096,31,6,6,6,6,6,6,6,6,6,6,4.914,24.201,25.794,15,6,1,3,3,4,5,5,6,6,4,12.492,61.456,62.4,10,3,22.858,22.858,25.778,1,6,3,6,3,3,6,6,1,10.267,72.617,73.599,11,5,4,4,4,2,12.125,32.176,33.156,5,12.742,120.6,121.707,9,2,5,3,3,2,5,2,2,5,4,4,6,6,4,3.829,25.164,27.584,7,5,5,5,5,5,3,5,4,4,5,3,3,1,1,2,3,1,1,1,1,4.425,43.968,45.215,20,7,7,7,7,7,7,6,7,46.063,100.124,100.559,11,7,7,7,7,6,7,8.659,34.912,37.155,8,6,2,6,6,6,6,13.85,30.972,31.301,8,7,6,6,6,7,2,2,1,3,4,6,5.28,101.308,102.166,12,0,19,0,120,5,0,4,3,4,2.77,3,5,5,2,7,4,4,3,3,3,3,Spring 2025 OBHR 33000-008 LEC
R_7ZFOOpH60Mvvc9X,4,5,5,4,4,5,7,7,6,5,5,6,5,26.033,66.621,67.801,13,5,5,5,4,5,3,5,4,5,4,3,4,5.585,35.574,37.168,12,6,5,5,4,5,6,4,4,7.347,31.658,33.427,8,4,5,4,5,5,4,12.347,100.108,101.467,11,5,4,5,7,5,5,6,5,3,4,5,5,3,5,6,6,3,7,5,5,5,5,3,4,9.422,235.404,237.275,27,5,5,5,5,4,5,5,5,5,5,5.322,65.182,66.854,11,5,3,4,5,4,4,4,4,5,3,8.523,38.633,40.482,13,4,7.943,11.345,13.38,3,4,4,4,4,4,4,4,4,9.073,27.678,29.971,8,4,5,3,4,3,12.475,67.405,68.85,6,8.504,98.681,99.862,10,4,7,5,3,3,5,5,4,5,4,4,5,4,3,5.497,17.795,20.368,5,3,3,4,4,3,4,5,4,3,3,2,1,2,2,2,2,1,2,3,1,6.659,65.21,66.423,30,5,5,5,5,5,4,5,5,17.915,80.432,81.585,10,4,4,4,4,4,4,22.289,28.688,31.535,6,3,3,3,3,4,4,20.178,36.829,38.869,7,4,6,6,4,5,5,4,3,6,5,6,21.902,219.335,220.543,16,1,18,0,150,5,8,1,4,1,3.8,80,6,4,5,1,3,3,1,1,1,1,Spring 2025 OBHR 33000-005 LEC
R_7PLdYNkY3V7LP9K,5,6,5,6,5,4,5,4,5,3,3,4,5,15.889,77.223,78.182,16,3,5,5,4,5,3,6,4,5,4,3,3,6.787,36.639,37.496,9,3,6,4,6,4,5,4,4,3.535,31.82,32.61,10,3,4,4,4,4,5,5.798,34.781,36.072,6,4,5,4,4,5,5,5,6,3,6,7,4,5,6,6,3,5,4,2,5,4,2,3,2,7.271,97.724,98.633,27,6,5,4,5,4,4,5,5,4,5,2.804,44.804,45.662,12,6,3,1,3,4,3,5,6,5,4,5.232,56.466,57.801,13,1,27.382,27.382,29.139,1,5,3,6,3,3,5,5,5,11.969,89.934,91.142,8,3,4,5,5,3,6.059,20.641,21.466,5,55.593,114.076,115.034,11,2,5,6,5,3,6,3,2,5,3,5,5,5,4,12.774,125.726,127.552,6,4,4,4,4,4,4,3,3,3,3,2,3,2,3,3,3,1,1,3,3,12.878,52.012,53.306,20,7,7,7,6,7,6,6,6,7.79,33.256,34.799,9,5,3,5,5,5,4,9.919,36.784,38.341,6,5,4,5,4,5,4,5.346,24.58,25.501,6,5,6,4,3,7,3,2,5,5,6,6,33.73,86.462,87.52,14,1,18,0,160,6,0,4,4,2,3.8,75,6,5,2,1,3,4,3,2,1,1,Spring 2025 OBHR 33000-006 LEC
R_1KXhhS4fm9L08Q9,7,6,6,7,6,6,7,7,7,2,3,5,5,4.011,59.711,60.471,28,7,7,7,6,6,3,6,5,6,2,2,2,2.203,35.357,36.199,19,7,6,3,6,6,7,7,2,1.001,38.787,39.33,22,2,6,6,7,7,6,2.223,21.708,22.378,13,7,6,7,6,7,2,7,6,2,6,7,7,3,4,5,5,6,5,5,6,6,4,3,5,1.633,91.538,92.268,48,7,6,7,7,7,6,4,6,7,5,1.111,67.64,68.43,30,7,2,2,1,5,5,7,7,7,2,4.151,67.769,68.596,19,2,6.624,38.918,39.822,4,7,3,7,3,2,5,7,3,23.054,81.428,82.439,18,2,2,3,2,2,3.635,20.793,21.328,11,4.65,52.315,53.14,22,3,6,2,3,2,2,1,3,5,6,5,6,5,5,1.706,24.803,25.403,13,5,5,5,5,5,4,5,5,5,5,3,2,2,5,5,3,1,2,4,4,3.385,48.18,48.823,35,6,7,7,7,7,7,5,7,1.491,26.351,26.81,21,7,7,6,6,7,6,4.65,24.029,24.787,14,7,2,7,6,6,6,80.633,101.908,102.403,14,5,7,6,3,5,5,3,4,6,2,6,4.778,107.803,108.448,29,0,21,0,120,5.7,8,"1,8",3,2,3.5,80,5,4,1,5,5,5,4,4,4,2,Spring 2025 OBHR 33000-005 LEC
R_3DwjeMPGtWu2ZCP,7,7,6,7,7,5,7,7,7,3,5,4,5,8.466,81.687,82.754,14,7,6,6,6,5,2,5,4,5,2,2,1,12.665,56.68,57.521,10,6,5,5,5,4,3,5,5,9.002,47.08,48.259,9,2,6,5,6,6,6,4.895,27.785,28.769,8,7,7,7,6,7,2,7,7,2,7,7,6,1,6,6,7,3,7,7,7,7,3,2,5,7.05,112.396,119.519,24,7,7,7,7,7,3,5,5,4,5,3.082,55.323,58.275,10,6,2,1,4,2,6,6,3,5,3,13.704,80.806,81.701,13,2,15.629,15.629,17.187,1,7,1,7,2,1,7,7,1,9.913,45.348,46.422,9,3,3,4,2,3,31.069,80.763,81.976,7,7.447,60.8,64.637,9,1,5,2,2,2,2,6,4,5,4,4,6,4,5,4.229,23.181,24.26,5,3,4,4,3,4,4,5,4,3,4,1,1,2,3,2,4,2,2,3,1,5.749,78.171,79.217,20,6,6,6,6,7,7,6,6,8.576,39.817,42.145,8,5,6,6,6,3,3,8.251,44.866,46.001,7,4,4,5,3,5,7,10.064,33.301,34.282,8,7,7,6,6,4,2,2,2,5,1,6,8.1,62.636,63.802,14,1,21,0,190,6,4,1,4,1,3.88,80,6,5,5,3,4,4,3,3,3,1,Spring 2025 OBHR 33000-005 LEC
R_3QbE81VJK2A0dE5,4,4,4,4,4,5,4,5,5,5,3,5,5,18.02,648.452,649.354,20,5,6,6,5,5,3,5,4,5,3,3,3,68.525,100.259,101.301,8,5,5,3,3,5,5,5,3,300.618,349.205,351.161,8,2,6,5,6,6,6,16.695,38.901,39.505,10,5,5,5,6,7,4,5,6,2,6,5,6,1,3,5,5,5,5,5,5,6,2,2,2,9.315,228.794,230.291,27,6,6,6,6,5,5,5,5,5,5,2.882,55.892,56.871,10,6,3,2,5,2,3,5,4,6,4,8.031,47.744,48.687,12,4,10.966,10.966,13.113,1,5,3,5,3,3,4,5,2,12.758,60.194,61.174,8,4,2,2,2,2,8.754,33.208,34.148,5,319.056,418.706,421.071,10,3,6,5,3,3,3,2,3,5,5,4,5,4,5,6.211,18.02,22.859,5,3,4,3,4,2,3,4,3,2,4,1,1,2,2,3,2,1,1,1,1,42.899,106.519,107.701,25,6,5,6,6,6,6,6,6,16.685,182.837,184.574,16,5,3,3,5,4,4,17.283,38.393,39.565,6,5,4,3,2,5,3,35.781,158.918,160.316,6,5,5,5,5,5,4,2,2,5,3,6,8.884,95.532,133.401,13,0,18,0,125,5,8,1,3,2,4,85,6,5,2,4,5,4,1,1,3,1,Spring 2025 OBHR 33000-006 LEC
R_66mbcK3HG3CFyGB,6,7,7,7,7,5,6,7,6,2,3,3,2,6.868,63.656,64.396,14,7,7,7,7,5,2,4,6,6,3,1,2,41.829,289.942,290.797,8,5,3,4,1,4,5,6,1,11.519,151.745,154.855,10,2,6,7,6,6,6,29.235,74.828,90.69,7,7,5,7,7,7,2,6,6,2,6,5,7,2,5,7,5,4,5,6,5,5,4,3,5,8.147,231.802,245.262,26,7,7,7,7,7,3,6,6,3,6,4.632,155.75,156.678,10,6,1,1,3,6,6,7,5,5,2,6.314,36.183,36.971,12,4,18.884,37.74,107.475,2,6,2,6,2,2,6,5,3,118.817,244.243,245.228,11,3,3,4,3,1,11.374,66.928,67.961,8,22.437,81.872,82.701,9,1,5,4,2,1,3,1,3,5,6,5,6,6,6,5.258,18.894,21.301,7,5,5,5,5,5,1,5,5,5,1,3,2,1,3,1,5,2,2,3,1,5.157,39.18,40.418,22,6,6,7,7,6,6,6,6,68.799,125.824,126.663,8,7,7,7,7,7,7,45.095,52.464,54.231,6,7,3,7,6,7,7,12.87,28.341,29.13,7,3,5,4,2,2,5,5,5,6,6,6,34.561,193.383,194.799,12,1,19,0,150,6,2,1,3,1,3.2,90,8,7,2,0,4,4,1,1,1,1,Spring 2025 OBHR 33000-006 LEC
R_1LjqxcrG0iuag4e,4,6,6,6,4,4,5,6,2,5,2,5,3,3.006,149.285,150.762,41,5,5,5,4,4,3,5,6,5,3,5,4,4.866,36.896,38.327,13,6,7,5,6,7,6,6,2,4.811,27.697,29.032,12,2,6,5,6,6,6,6.885,27.361,28.793,9,6,6,7,6,7,3,7,5,2,6,7,6,2,3,5,5,5,6,5,5,5,5,2,2,5.252,109.671,113.217,40,7,5,5,5,6,6,7,6,7,6,5.363,65.75,67.273,31,6,3,1,2,5,5,6,5,6,2,1.939,37.549,39.208,12,2,18.742,30.817,44.853,2,5,2,6,2,2,6,6,1,4.499,44.048,44.869,16,5,2,2,3,2,9.653,35.587,36.565,10,5.34,78.842,80.023,18,3,6,5,3,2,3,2,5,5,5,5,6,5,5,4.573,16.76,18.554,8,4,5,4,4,2,4,5,4,3,4,1,1,2,2,1,3,1,1,1,1,2.695,38.068,39.215,31,6,5,6,6,6,6,6,6,3.426,33.67,34.776,14,5,5,5,6,6,4,2.157,45.476,46.132,10,3,2,3,2,5,5,2.644,58.678,59.401,11,6,6,6,6,6,3,2,1,3,5,6,7.533,73.365,76.333,31,1,18,0,190,6,1,1,4,1,3.7,50,5,3,1,2,3,4,2,2,2,2,Spring 2025 OBHR 33000-008 LEC
R_17k7m4VLIROkD0D,3,5,4,6,5,5,1,3,4,3,3,3,3,9.112,90.358,92.214,19,4,6,5,2,4,1,4,5,6,5,3,3,9.585,48.877,50.949,9,5,5,2,5,6,6,1,3,4.248,33.37,35.781,8,2,6,5,6,6,6,5.134,24.891,27.522,7,5,4,6,5,5,4,5,4,2,2,4,6,3,3,3,2,6,5,4,5,5,3,5,2,7.192,134.847,137.132,29,6,6,6,6,6,6,7,7,6,6,4.23,34.281,35.801,11,6,3,3,4,5,3,5,5,6,4,7.298,53.201,54.372,11,3,23.574,23.574,24.485,1,5,1,5,7,6,5,2,7,3.674,47.749,49.141,14,4,2,3,7,6,7.548,42.706,43.673,5,7.003,71.126,72.52,9,3,7,6,7,5,5,3,6,5,4,4,5,5,3,6.7,20.322,21.973,5,4,2,4,4,3,4,4,4,5,3,1,1,1,2,3,2,1,1,3,3,6.685,74.47,76.254,22,6,5,7,6,7,7,4,6,332.801,361.047,361.569,10,5,3,6,5,4,5,12.23,33.122,35.001,6,3,6,3,5,5,3,8.303,26.672,28.665,7,6,7,6,5,1,2,4,4,6,7,6,6.851,93.14,95.179,15,1,19,0,163,6,0,"1,8",4,1,3.76,90,5,4,5,3,4,3,1,1,1,1,Spring 2025 OBHR 33000-005 LEC
R_5QonXOUHaK9KlfU,5,3,5,3,3,4,2,5,7,3,5,5,6,28.186,144.189,146.287,15,5,2,2,1,5,3,5,3,5,3,3,3,2.772,46.544,49.283,9,6,4,1,5,6,7,7,3,19.861,73.463,77.97,10,5,3,2,3,3,6,25.117,57.757,63.555,6,6,1,7,4,3,6,7,3,5,6,5,2,1,6,2,3,6,3,2,2,6,2,3,5,5.09,123.184,125.89,25,6,3,5,3,5,3,7,7,7,7,4.381,57.201,59.336,10,6,2,1,3,3,5,6,2,7,3,13.409,68.907,71.883,11,5,23.596,23.596,31.883,1,7,1,7,1,1,5,5,2,8.891,52.945,60.789,8,6,5,6,4,6,7.863,50.259,56.599,5,14.559,93.538,128.262,10,1,5,5,2,1,1,2,5,5,2,3,4,3,4,6.241,33.814,38.948,6,4,5,4,5,4,2,4,1,3,4,2,1,1,1,3,3,1,2,1,1,10.095,89.54,92.607,20,4,3,5,2,5,6,5,5,7.071,44.92,46.986,8,6,2,3,6,6,5,37.73,71.316,74.305,7,6,2,6,6,6,5,5.93,33.887,36.435,7,3,4,2,3,5,6,6,2,3,5,6,7.507,112.982,115.815,14,1,20,0,145,5,10,1,4,1,3.37,70,6,4,2,0,5,3,2,4,3,1,Spring 2025 OBHR 33000-006 LEC
R_74MmwAbUzFndCxv,4,7,5,4,4,5,5,4,5,5,5,5,6,15.495,728.275,730.833,18,5,5,5,4,4,4,5,4,5,6,3,3,11.729,35.102,36.202,8,6,4,5,3,5,6,5,4,111.981,141.827,142.726,10,3,4,4,5,5,6,204.092,295.86,296.503,8,5,4,6,5,5,4,6,5,2,4,4,4,1,6,6,7,2,4,7,6,6,3,1,5,59.851,580.224,581.116,28,5,6,7,6,7,6,6,6,6,6,9.025,88.791,89.987,19,4,4,6,4,5,5,5,4,6,3,211.13,250.933,251.802,12,4,11.6,11.6,15.112,1,6,2,6,3,2,6,7,2,7.438,46.849,49.808,9,5,6,4,3,4,7.812,65.607,66.876,7,11.903,96.207,98.359,11,2,4,3,3,3,4,3,4,5,6,6,6,6,6,1080.155,1415.383,1416.321,7,4,3,4,4,4,5,5,3,3,5,5,4,3,5,4,4,1,2,3,2,12.77,67.11,68.656,20,6,6,5,5,5,6,4,6,5.89,87.305,88.912,10,6,5,5,5,5,6,6.799,22.899,23.604,12,2,3,4,4,5,4,30.401,61.266,62.631,10,5,4,6,3,6,5,5,2,5,5,6,24.976,73.888,75.957,14,0,18,0,111,5,0,4,3,3,3.82,80,8,6,0,3,3,3,2,3,2,2,Spring 2025 OBHR 33000-006 LEC
R_67IOLmyZkFocOmZ,5,4,6,5,5,6,7,7,5,7,6,5,5,12.7,137.583,139.1,13,7,7,7,7,5,2,5,5,4,4,4,4,4.839,27.772,28.584,8,7,6,4,2,7,7,7,2,95.288,118.728,119.466,10,2,6,5,6,7,5,4.947,32.299,33.615,7,6,4,6,6,6,4,5,5,4,5,4,6,1,5,5,6,4,4,6,5,7,4,2,5,8.553,107.746,108.701,27,6,6,6,6,6,6,6,6,6,6,2.855,16.324,17.562,10,7,1,2,3,5,5,5,6,7,5,5.933,46.524,47.351,10,2,10.595,21.107,22.089,3,5,4,5,5,3,6,6,3,7.294,45.575,46.4,9,4,4,4,4,2,5.042,22.589,23.454,5,8.783,45.983,47.586,9,6,6,6,6,3,6,2,6,5,5,5,6,5,4,7.907,32.466,34.016,5,5,4,5,5,4,4,5,5,5,4,2,2,1,1,1,2,1,1,1,1,8.022,53.146,54.481,23,6,6,6,6,6,6,6,6,17.986,33.646,34.757,8,6,4,5,6,6,5,16.659,37.447,39.076,10,5,3,5,5,6,6,5.536,21.746,22.636,6,6,7,4,5,6,7,5,5,7,2,6,14.091,364.69,365.555,13,0,20,0,155,6,2,1,4,1,2.8,50,5,4,0,9,5,5,5,5,5,4,Spring 2025 OBHR 33000-006 LEC
R_7O2BH5m8j53U2ke,5,5,5,4,3,4,3,4,5,5,5,5,5,13.066,144.098,144.657,16,2,2,2,2,4,5,4,3,4,5,3,4,48.841,79.863,81.187,10,5,4,3,5,2,5,3,2,8.943,40.06,41.235,8,5,3,2,3,3,3,30.816,54.749,60.523,8,4,3,5,5,5,6,3,2,5,6,6,6,3,3,3,4,6,5,3,5,5,3,5,4,25.388,139.524,141.598,27,6,3,3,3,3,5,5,5,4,5,10.228,35.996,36.619,11,5,2,2,6,3,3,6,4,4,3,23.248,60.148,61.04,10,3,17.913,17.913,22.253,1,5,3,5,2,2,5,5,2,8.756,37.807,38.662,8,3,4,4,4,4,22.626,44.859,46.301,6,7.715,134.013,135.57,10,3,3,5,6,3,2,2,3,5,2,3,5,3,2,26.761,38.51,39.882,6,2,3,3,4,2,3,1,2,2,3,2,1,2,2,1,4,1,2,2,1,4.188,87.854,89.412,23,4,4,4,3,4,5,4,3,28.759,69.358,70.3,10,3,2,4,3,3,3,71.15,104.934,106.157,6,2,6,1,4,4,5,7.589,32.854,34.162,8,6,6,3,6,3,6,3,3,2,6,6,54.765,234.913,235.372,12,0,19,0,130,5,2,1,4,1,3.73,35,5,3,3,0,3,3,1,1,1,1,Spring 2025 OBHR 33000-008 LEC
R_1T0GiNuwN989VXb,7,7,7,7,7,2,5,2,4,1,1,1,2,11.289,173.577,174.362,21,6,6,7,5,4,4,4,2,6,4,3,4,1.545,107.132,114.436,24,7,7,2,7,6,7,7,1,1.209,56.699,57.938,13,2,6,5,7,6,7,0.803,56.896,58.105,9,7,5,6,7,7,3,7,6,2,4,6,7,3,5,6,6,1,7,6,7,5,4,2,7,2.063,204.391,206.349,29,7,7,7,7,6,6,7,6,6,6,6.978,45.181,45.882,23,5,2,1,2,7,6,6,6,7,4,9.053,82.789,86.636,16,2,9.445,33.308,34.72,4,7,2,7,1,1,7,7,2,1.94,97.003,97.642,14,4,2,2,4,2,13.1,48.717,50.405,5,2.548,128.891,129.915,25,2,5,2,2,2,2,2,6,3,2,2,7,1,2,1.16,33.377,34.749,10,5,5,5,5,5,5,5,5,5,5,1,1,2,4,1,2,2,2,2,1,2.031,80.05,81.707,31,6,7,6,7,7,7,6,7,3.737,125.968,126.782,19,6,7,7,7,7,7,0.971,56.527,57.465,13,5,3,5,5,6,6,1.373,37.873,39.055,11,7,7,7,7,4,1,5,1,2,6,6,1.311,137.149,139.04,28,1,19,0,195,5,11,8,4,1,3.01,75,6,3,3,2,4,4,1,2,2,1,Spring 2025 OBHR 33000-005 LEC
R_7Pi7ogi7zBrXtHE,5,5,6,5,5,4,3,6,5,2,2,2,2,20.99,318.839,320.288,15,4,3,4,2,5,2,5,4,6,2,3,3,46.753,185.393,186.818,8,6,6,4,2,6,6,6,2,19.326,103.741,105.158,8,2,5,3,5,5,6,10.12,144.468,145.832,8,5,3,6,6,5,3,6,6,4,5,5,5,6,6,6,5,3,6,5,2,5,2,3,2,62.369,1283.895,1288.453,31,6,5,6,6,5,6,6,6,6,6,13.506,109.691,111.614,10,6,2,1,2,4,4,5,4,5,4,17.008,209.113,230.406,10,4,46.183,46.183,49.753,1,7,1,7,1,1,7,7,2,38.705,136.879,138.027,8,4,4,2,4,5,44.598,143.626,148.456,5,62.083,272.773,274.405,11,2,2,2,2,2,6,2,3,5,2,2,4,2,2,36.597,156.078,157.451,10,3,4,3,2,4,3,2,2,2,4,2,1,2,3,1,2,1,1,2,1,42.214,277.503,293.102,21,7,6,6,5,6,6,5,6,111.875,282.335,283.81,10,6,5,6,5,6,6,57.576,202.404,203.715,8,7,3,6,6,6,5,20.701,121.034,130.433,8,6,6,7,6,6,3,2,2,5,1,6,45.992,368.167,370.006,11,1,20,0,135,5,7,"1,4",4,1,2.9,40,6,2,2,2,4,3,1,2,1,1,Spring 2025 OBHR 33000-008 LEC
R_7whHv07amEO3PTq,7,7,7,7,6,5,7,7,7,1,1,6,5,1.832,266.42,267.342,23,7,7,7,7,6,1,6,5,6,1,2,2,2.847,21.08,22.401,10,3,3,4,5,4,5,4,4,1.466,131.675,133.358,15,2,7,6,7,7,7,187.444,200.201,202.364,10,7,4,7,7,6,2,7,7,2,7,7,7,1,7,7,7,5,7,7,6,7,4,1,7,1.16,222.175,223.627,31,7,7,7,7,7,7,7,7,7,7,1.316,124.23,125.003,14,5,7,7,4,7,6,7,6,5,2,1.764,34.28,35.679,16,4,12.531,12.531,17.159,1,7,2,7,2,2,7,7,2,1.392,45.741,46.956,12,4,6,4,2,3,363.497,394.177,395.463,8,1.499,56.292,60.858,14,1,5,5,1,2,1,2,2,5,5,6,6,5,5,6.089,19.467,23.835,7,4,4,4,4,4,3,4,4,3,4,2,3,2,2,2,3,2,1,2,1,1.621,100.045,101.486,24,7,7,7,7,7,7,6,7,1.524,250.152,251.576,10,7,7,7,6,6,6,1.293,278.358,279.204,8,6,2,7,7,7,7,1.424,15.721,17.418,9,7,6,7,2,1,7,3,3,7,7,6,6.241,225.102,225.97,14,1,18,1,260,6,2,1,4,1,3.8,85,6,6,4,3,2,3,1,1,2,1,Spring 2025 OBHR 33000-005 LEC
R_1s0aUudbdUca6lw,6,5,5,6,5,5,5,6,6,2,3,2,3,6.263,69.03,70.269,14,6,6,7,6,6,2,6,5,6,3,2,2,4.899,29.993,30.693,11,6,6,1,2,7,7,7,1,4.06,26.569,27.725,9,3,6,5,6,6,6,4.643,25.066,25.578,8,7,6,7,7,7,3,5,6,2,4,5,5,1,5,5,5,3,4,5,5,5,2,2,5,5.264,116.534,119.021,30,7,5,6,6,6,5,6,6,5,5,10.039,45.018,45.853,11,6,1,2,3,6,7,7,7,7,2,10.789,49.143,49.979,12,4,18.039,18.039,20.194,1,7,3,6,4,1,6,6,2,4.427,35.462,38.18,12,5,6,5,6,5,9.111,32.12,34.132,6,8.865,57.685,59.145,10,1,5,5,2,2,1,2,2,5,6,5,6,6,6,5.028,18.719,19.723,6,3,4,4,4,3,3,4,4,5,3,2,1,2,1,2,2,2,2,2,1,9.147,53.38,53.901,25,6,7,6,7,7,6,6,6,4.311,20.497,21.258,9,4,5,5,3,6,6,3.238,24.31,25.664,8,6,3,7,5,5,6,8.728,28.199,29.566,8,6,6,6,3,2,5,5,2,3,5,6,8.141,73.722,74.932,12,1,20,0,175,6,1,1,4,1,3.5,80,6,4,4,5,3,4,3,4,4,4,Spring 2025 OBHR 33000-008 LEC
R_54gZtev8P8NkiBz,6,7,5,6,5,5,6,5,6,2,6,6,6,16.041,45.561,51.335,13,5,5,3,6,7,6,6,7,6,6,7,6,0.996,5.484,6.384,8,5,6,6,7,6,6,5,5,2.97,24.926,25.517,8,5,5,6,3,3,5,16.326,29.656,31.173,6,6,6,7,7,7,5,6,7,7,6,6,7,2,6,5,5,6,5,6,5,6,6,3,5,3.31,58.357,59.003,27,6,5,5,5,5,6,6,6,6,7,5.416,24.537,25.738,11,6,3,5,6,5,4,4,5,5,5,4.146,21.874,23.056,11,2,23.365,23.365,24.113,1,6,3,7,6,5,6,6,5,6.65,18.021,18.949,8,6,5,6,6,5,5.866,8.478,9.201,5,4.517,46.595,47.548,9,2,5,2,3,2,3,6,6,5,5,6,6,5,5,0.904,10.523,11.304,6,4,4,3,5,4,4,5,4,3,4,2,3,2,4,4,3,4,2,3,2,4.74,35.545,36.223,24,6,6,6,5,7,6,6,6,18.269,44.598,45.413,8,7,6,6,5,5,6,15.223,19.839,21.245,6,7,5,7,7,6,6,3.66,9.872,10.807,6,6,6,6,5,2,6,5,3,6,5,6,1.229,63.271,63.977,16,1,19,1,168,5,10,1,4,1,3.3,70,6,4,5,4,4,5,2,1,1,1,Spring 2025 OBHR 33000-006 LEC
